,name,floorSize,price,lat,lng
1981," 1042 Hyperion Ave Los Angeles, CA 90029 ","1,732 sqft","$1,190,000",34.09075,-118.27983
1982," 3314 Barbee St Los Angeles, CA 90031 ","1,455 sqft","$788,000",34.06889,-118.20578
1983," 3326 Bixby Way Stockton, CA 95209 ","1,914 sqft","$350,000",38.03404,-121.35867
1984," 5201 W Melrose Fresno, CA 93722 ","2,272 sqft","$1,800,000",36.7547,-119.88397
1985," 4527 S Normandie Ave Los Angeles, CA 90037 ","2,807 sqft","$561,551",34.00205,-118.30051
1986," 1517 W Roseburg Ave Modesto, CA 95350 ","1,398 sqft","$299,900",37.660675,-121.01789
1987," 1535 Rangewood Dr San Jose, CA 95138 ","4,023 sqft","$2,200,000",37.291576,-121.80116
1988," 1532 N Fay Ave Fresno, CA 93728 ","1,423 sqft","$164,900",36.76347,-119.823685
1989," 23801 Tiara St Woodland Hills, CA 91367 ","2,140 sqft","$899,000",34.17891,-118.64467
1990," 4028 Mahaila Ave #D San Diego, CA 92122 ","1,719 sqft","$699,000",32.870247,-117.21921
1991," 9839 Haines Canyon Ave Tujunga, CA 91042 ","2,576 sqft","$949,900",34.247185,-118.27969
1992," 5985 E Via Firenza Dr Fresno, CA 93727 ","2,347 sqft","$339,900",36.71155,-119.68294
1993," 2491 S Maple Ave Fresno, CA 93725 ","1,200 sqft","$95,700",36.710815,-119.74532
1994," 2020 W 23rd St #7 Long Beach, CA 90810 ","1,090 sqft","$359,000",33.798344,-118.219086
1995," 1125 Panorama Dr Bakersfield, CA 93305 ","4,564 sqft","$439,950",35.409348,-118.98052
1996," 16750 Coyote Bush Dr #42 San Diego, CA 92127 ","1,544 sqft","$669,900",33.0153,-117.1209
1997," 21 E Mariposa Ave Stockton, CA 95204 ","1,847 sqft","$300,000",37.977962,-121.29968
1998," 2541 Via Viesta La Jolla, CA 92037 ","4,449 sqft","$3,250,000",32.844566,-117.250496
1999," Reston Plan in Prominence at Westerra by Wathen Castanos Homes Fresno, CA 93723 ","1,622 sqft","$325,490+",36.799217,-119.90604
2000," 1404 N Tustin Ave #X4 Santa Ana, CA 92705 ","1,110 sqft","$370,000",33.757225,-117.83616
2001," 3519 Plumbago Ln San Diego, CA 92154 ","1,756 sqft","$545,000",32.579533,-117.0577
2002," 1853 Almaden Rd #226 San Jose, CA 95125 ",655 sqft,"$530,415",37.301357,-121.882065
2003," 1880 16th Ave San Francisco, CA 94122 ","2,300 sqft","$1,625,000",37.75293,-122.47282
2004," 906 Casa Grande St Bakersfield, CA 93307 ","1,060 sqft","$139,990",35.330124,-118.98757
2005," 1802 Avalon St Los Angeles, CA 90026 ",510 sqft,"$799,000",34.086765,-118.25364
2006," 1810 Jackson St #2 San Francisco, CA 94109 ","3,271 sqft","$3,750,000",37.79382,-122.42504
2007," Plan 2 Option 3 in Encore at Playa Vista by Taylor Morrison Playa Vista, CA 90094 ","3,627 sqft","$3,100,000+",33.976948,-118.413734
2008," 512 N Herbert Ave Los Angeles, CA 90063 ","1,626 sqft","$580,000",34.042606,-118.18329
2009," 1835 N Maroa Ave Fresno, CA 93704 ","1,887 sqft","$339,000",36.76741,-119.79975
2010," 2150 Almaden Rd #12 San Jose, CA 95125 ","1,080 sqft","$185,000",37.29561,-121.8801
2011," 3918 69th St San Diego, CA 92115 ","1,284 sqft","$550,000",32.748207,-117.04991
2012," Residence Two Plan in Tovara West by Williams Homes Sylmar, CA 91342 ","1,714 sqft","$502,900+",34.301594,-118.4234
2013," 221 E 105th St Los Angeles, CA 90003 ","3,404 sqft","$840,000",33.94129,-118.27102
2014," 1426 W 95th St Los Angeles, CA 90047 ",838 sqft,"$550,000",33.94929,-118.30141
2015," 134 S Magnolia Ave #5B Anaheim, CA 92804 ","1,042 sqft","$328,000",33.830517,-117.97557
2016," 9240 Robin Dr Los Angeles, CA 90069 ","9,000 sqft","$18,950,000",34.102036,-118.39095
2017," 1018 E 33rd St Los Angeles, CA 90011 ","6,894 sqft","$2,150,000",34.013695,-118.25772
2018," Residence 3 Plan in Palm by TRI Pointe Homes Fremont, CA 94539 ","3,621 sqft","$2,239,999+",37.538204,-121.930756
2019," 9105 Cordell Dr Los Angeles, CA 90069 ","4,245 sqft","$7,900,000",34.09419,-118.38978
2020," 4060 Huerfano Ave #118 San Diego, CA 92117 ",613 sqft,"$330,000",32.814972,-117.217674
2021," 1849 Kilowatt Way #402 Fremont, CA 94539 ","2,140 sqft","$1,553,995",37.526585,-121.912766
2022," 3223 Alder Ave Fremont, CA 94536 ","1,480 sqft","$1,049,000",37.568203,-122.01063
2023," 2139 W Barstow Ave Fresno, CA 93711 ","2,075 sqft","$310,000",36.81466,-119.82919
2024," 4360 Benhurst Ave San Diego, CA 92122 ","2,718 sqft","$1,049,000",32.853516,-117.19709
2025," 5234 De Longpre Ave Los Angeles, CA 90027 ","3,328 sqft","$1,499,000",34.096546,-118.30446
2026," 162 W 65th St Los Angeles, CA 90003 ","2,462 sqft","$550,000",33.980377,-118.27608
2027," 7137 Trask Ave Playa Del Rey, CA 90293 ","4,738 sqft","$2,199,000",33.956398,-118.4452
2028," 1819 Sable Pl San Jose, CA 95133 ","1,415 sqft","$898,888",37.366264,-121.86567
2029," 1342 N Sierra Bonita Ave #204 Los Angeles, CA 90046 ","1,600 sqft","$968,000",34.095676,-118.35359
2030," 3376 Grampion Rd Riverside, CA 92507 ","1,128 sqft","$363,900",33.981647,-117.31514
2031," 11500 San Vicente Blvd #511 Los Angeles, CA 90049 ","2,201 sqft","$2,100,000",34.05213,-118.4617
2032," 6300 N Palm Ave #143 Fresno, CA 93704 ","1,736 sqft","$216,600",36.828613,-119.80734
2033," 890 S Bluebird Cir Anaheim, CA 92807 ","3,283 sqft","$1,249,888",33.844986,-117.749146
2034," 6807 Cherry Ave Bakersfield, CA 93314 ","17,383 sqft","$1,800,000",35.422535,-119.243576
2035," 4453 Porter St Fremont, CA 94538 ",950 sqft,"$698,000",37.53338,-121.97358
2036," 2525 Black Walnut Dr Modesto, CA 95355 ","1,928 sqft","$354,900",37.673656,-120.94994
2037," 16187 Cousins Cir Riverside, CA 92503 ","2,511 sqft","$462,900",33.884537,-117.49445
2038," 2220 Camino De La Reina #306 San Diego, CA 92108 ","1,006 sqft","$429,999",32.77193,-117.14246
2039," 3456 Oak Glen Dr Los Angeles, CA 90068 ","1,910 sqft","$999,000",34.13201,-118.354935
2040," 6351 Akers Rd #96 Bakersfield, CA 93313 ","1,456 sqft","$65,000",35.296646,-119.05023
2041," 546 S Casita St Anaheim, CA 92805 ","1,203 sqft","$510,000",33.83247,-117.906204
2042," 5210 Augustana Pl #P San Diego, CA 92115 ",950 sqft,"$575,000",32.766544,-117.08319
2043," 818 Van Ness Ave #706 San Francisco, CA 94109 ",935 sqft,"$1,195,000",37.78324,-122.42048
2044," 3315 Laurel Canyon Blvd Studio City, CA 91604 ","2,502 sqft","$1,799,998",34.13195,-118.38743
2045," S S Hobart Blvd Los Angeles, CA 90006 ","3,499 sqft","$1,580,000",34.048027,-118.2941
2046," 441 La Pala Dr San Jose, CA 95127 ","1,287 sqft","$560,000",37.38078,-121.83193
2047," 8622 Rubio Ave North Hills, CA 91343 ","1,458 sqft","$556,785",34.227352,-118.4962
2048," 1951 47th St #114 San Diego, CA 92102 ","1,150 sqft","$69,900",32.726406,-117.09214
2049," 3992 60th St #112 San Diego, CA 92115 ","1,192 sqft","$375,000",32.749405,-117.06739
2050," 1325 Indiana St #301 San Francisco, CA 94107 ",906 sqft,"$850,000",37.75368,-122.39041
2051," 7882 Angus Way Riverside, CA 92508 ","2,676 sqft","$530,000",33.90871,-117.32049
2052," 3413 Larga Cir San Diego, CA 92110 ","1,652 sqft","$889,000",32.7478,-117.21884
2053," 1664 W Wisteria Pl Santa Ana, CA 92703 ","1,136 sqft","$498,000",33.736683,-117.89194
2054," 7505 Charmant Dr #1608 San Diego, CA 92122 ","1,037 sqft","$540,000",32.86452,-117.22636
2055," 6394 Rancho Mission Rd #115 San Diego, CA 92108 ",690 sqft,"$315,000",32.788345,-117.11016
2056," 6201 Crooked Stick Cir Stockton, CA 95219 ","5,174 sqft","$2,149,000",37.975513,-121.36539
2057," 4660 Del Mar Ave San Diego, CA 92107 ","2,997 sqft","$1,895,000",32.738434,-117.24935
2058," 1890 Chambery Pl #2313 Chula Vista, CA 91913 ","1,478 sqft","$424,900",32.629147,-116.97716
2059," 828 Di Fiore Dr San Jose, CA 95128 ","3,597 sqft","$1,709,950",37.311954,-121.924
2060," 1432 Plaza Del Amo Torrance, CA 90501 ","3,256 sqft","$949,000",33.82093,-118.30284
2061," 4208 Manson Ave Woodland Hills, CA 91364 ","2,227 sqft","$1,025,000",34.147835,-118.62426
2062," 5630 Craner Ave North Hollywood, CA 91601 ","1,426 sqft","$699,500",34.17309,-118.36887
2063," 7427 S Broadway Los Angeles, CA 90003 ","1,632 sqft","$425,000",33.971928,-118.27869
2064," Plan 2 in Strata at Escaya by Shea Homes-Family Chula Vista, CA 91913 ","1,681 sqft","$476,000+",32.599033,-116.99775
2065," 5310 Fountain Grass Ave Bakersfield, CA 93313 ","2,972 sqft","$354,000",35.273148,-119.061615
2066," 1925 Otay Lakes Rd #33 Chula Vista, CA 91913 ","1,080 sqft","$65,000",32.6439,-116.98135
2067," 118 Semple St Modesto, CA 95354 ",706 sqft,"$219,900",37.646088,-120.990105
2068," 17221 Roscoe Blvd #11 Northridge, CA 91325 ","1,595 sqft","$459,000",34.222347,-118.50827
2069," 3645 Greenwood Ave Los Angeles, CA 90066 ","1,108 sqft","$1,250,000",34.002804,-118.445045
2070," 1839 Meeks Bay Dr Chula Vista, CA 91913 ","2,950 sqft","$739,000",32.637707,-116.982254
2071," 1080 Sutter St #1101 San Francisco, CA 94109 ","2,185 sqft","$2,595,000",37.78824,-122.41806
2072," 2015 W Edison Way Santa Ana, CA 92704 ","1,096 sqft","$506,152",33.732513,-117.89569
2073," 22110 Ingomar St Canoga Park, CA 91304 ","1,531 sqft","$650,000",34.21171,-118.60862
2074," 6977 Jetty Ct Jurupa Valley, CA 91752 ","4,120 sqft","$728,800",33.961403,-117.54404
2075," 6226 E Sea Breeze Dr #80 Long Beach, CA 90803 ",640 sqft,"$63,000",33.76826,-118.11256
2076," 4868 Drakewood Ter San Diego, CA 92130 ","3,994 sqft","$1,925,000",32.965965,-117.21191
2077," 843 N Garnsey St Santa Ana, CA 92701 ",953 sqft,"$499,000",33.753372,-117.87543
2078," 7541 Ney Ave Oakland, CA 94605 ",960 sqft,"$519,000",37.76851,-122.169235
2079," 3546 Eboe St Irvine, CA 92606 ","2,277 sqft","$1,100,000",33.708252,-117.794
2080," 1100 Wilshire Blvd #2001 Los Angeles, CA 90017 ",670 sqft,"$485,000",34.0524,-118.26403
2081," 2906 Madeline St Oakland, CA 94602 ","1,684 sqft","$1,100,000",37.80012,-122.204575
2082," 8004 Willis Ave Panorama City, CA 91402 ","1,617 sqft","$617,000",34.216274,-118.455025
2083," 4915 Tyrone Ave #234 Sherman Oaks, CA 91423 ","1,323 sqft","$599,000",34.15986,-118.444466
2084," 10110 Stoneham St Bakersfield, CA 93314 ","2,876 sqft","$439,999",35.434,-119.11511
2085," 4100 Voltaire St #1 San Diego, CA 92107 ","1,794 sqft","$799,000",32.742977,-117.233406
2086," 18879 Bernardo Trails Dr San Diego, CA 92128 ","4,233 sqft","$1,399,000",33.04572,-117.04405
2087," 14535 Margate St #6 Sherman Oaks, CA 91411 ","1,851 sqft","$725,000",34.16772,-118.44978
2088," 3323 La Rue St Jurupa Valley, CA 92509 ","1,224 sqft","$318,712",34.006653,-117.412155
2089," 5903 Gleneagles Cir San Jose, CA 95138 ","4,073 sqft","$2,450,000",37.27236,-121.75424
2090," 17563 Caminito Canasto San Diego, CA 92127 ","1,517 sqft","$529,900",33.031654,-117.07994
2091," 44 Aptos Ave San Francisco, CA 94127 ","3,343 sqft","$2,399,000",37.731155,-122.46637
2092," 3 Hancock Irvine, CA 92620 ","2,391 sqft","$1,049,990",33.71444,-117.77282
2093," 649 Chauncey Way San Jose, CA 95128 ",966 sqft,"$885,000",37.31531,-121.92098
2094," 5711 Calmor Ave #4 San Jose, CA 95123 ",798 sqft,"$499,950",37.2467,-121.85367
2095," 1919 W Coronet Ave #176 Anaheim, CA 92801 ","1,710 sqft","$174,900",33.85286,-117.948494
2096," 5645 Friars Rd #361 San Diego, CA 92110 ",695 sqft,"$285,000",32.763546,-117.19009
2097," 2205 W 25th St #15 San Pedro, CA 90732 ","1,900 sqft","$699,000",33.72597,-118.32465
2098," 530 K St #1116 San Diego, CA 92101 ",669 sqft,"$439,000",32.70865,-117.159645
2099," 950 Kagawa St Pacific Palisades, CA 90272 ","2,234 sqft","$6,695,000",34.047573,-118.51772
2100," 2415 Boundary St San Diego, CA 92104 ","2,530 sqft","$1,199,000",32.731213,-117.11691
2101," 2048 Isabel St Los Angeles, CA 90065 ","1,008 sqft","$350,000",34.103436,-118.23367
2102," 18408 Hatteras St #11 Tarzana, CA 91356 ",928 sqft,"$385,000",34.176792,-118.533875
2103," 9613 Armstrong Dr Oakland, CA 94603 ","1,414 sqft","$595,000",37.741894,-122.17924
2104," 2742 Menlo Ave San Diego, CA 92105 ","2,500 sqft","$629,000",32.73465,-117.0948
2105," 4822 W 5th St #D Santa Ana, CA 92703 ",647 sqft,"$280,000",33.74781,-117.933784
2106," Residence Three Plan in Prado at Cadence Park by KB Home Irvine, CA 92618 ","2,766 sqft","$1,012,945+",33.68283,-117.72271
2107," 1330 W North St Anaheim, CA 92801 ","2,018 sqft","$759,900",33.840736,-117.93497
2108," 1148 Calle De Damasco Chula Vista, CA 91910 ","1,827 sqft","$565,000",32.635765,-117.01212
2109," 330 Donna Ave Bakersfield, CA 93304 ","1,040 sqft","$130,000",35.359627,-119.00566
2110," 1940 Woodhill Way Modesto, CA 95355 ","1,929 sqft","$369,999",37.672806,-120.94957
2111," 9625 Sylmar Ave #36 Panorama City, CA 91402 ","1,096 sqft","$375,000",34.245064,-118.447556
2112," 1441 11th Ave Oakland, CA 94606 ","1,986 sqft","$599,000",37.792004,-122.24842
2113," 14340 Lorne St Panorama City, CA 91402 ",877 sqft,"$449,000",34.216652,-118.4456
2114," 557 N Kenter Ave Los Angeles, CA 90049 ","3,417 sqft","$2,795,000",34.068684,-118.487495
2115," 2770 Sparta Rd #7 Chula Vista, CA 91915 ","1,652 sqft","$469,900",32.632484,-116.938354
2116," 3648 E Ashcroft Ave Fresno, CA 93726 ","1,321 sqft","$249,900",36.797894,-119.76375
2117," 658-666 Shotwell St San Francisco, CA 94110 ","7,100 sqft","$4,495,000",37.757828,-122.416
2118," 4545 Collwood Blvd #42 San Diego, CA 92115 ","1,120 sqft","$365,000",32.760654,-117.08073
2119," 5076 N Wishon Ave #C Fresno, CA 93704 ","1,224 sqft","$183,500",36.810196,-119.80254
2120," 464 Prospect St #507 La Jolla, CA 92037 ","1,665 sqft","$1,295,000",32.842636,-117.27914
2121," 13916 Lily Ct Riverside, CA 92503 ","4,067 sqft","$678,990",33.870693,-117.4271
2122," 143 Citysquare Irvine, CA 92614 ","2,171 sqft","$888,880",33.6805,-117.831
2123," 5545 Spokane St Los Angeles, CA 90016 ","1,008 sqft","$815,000",34.02732,-118.36758
2124," 5903 Pilar Way Bakersfield, CA 93306 ","2,865 sqft","$299,900",35.40714,-118.8792
2125," 3431 N Cherryland Ave #47 Stockton, CA 95215 ",644 sqft,"$29,900",37.994583,-121.2445
2126," 1125 Lodi Pl Los Angeles, CA 90038 ","4,872 sqft","$1,599,000",34.091583,-118.32368
2127," 8420 N Fusion Way Northridge, CA 91324 ","1,643 sqft","$626,859",34.22318,-118.53547
2128," 850 Northvale Rd Oakland, CA 94610 ","2,386 sqft","$1,495,000",37.80824,-122.2355
2129," 10501 Wilshire Blvd #1201 Los Angeles, CA 90024 ","1,363 sqft","$1,090,000",34.06416,-118.43279
2130," 4564 E Princeton Ave Fresno, CA 93703 ","2,100 sqft","$339,900",36.77567,-119.74691
2131," 42111 Osgood Rd Fremont, CA 94539 ",906 sqft,"$695,242",37.528072,-121.951126
2132," 3638 E Ocean Blvd Long Beach, CA 90803 ","4,050 sqft","$2,650,000",33.760494,-118.15003
2133," 6 Faith Irvine, CA 92612 ","2,991 sqft","$2,198,000",33.652718,-117.81564
2134," 2962 68th Ave Oakland, CA 94605 ",997 sqft,"$349,000",37.770714,-122.17647
2135," 3946 Nevil St Oakland, CA 94601 ","1,022 sqft","$598,000",37.783756,-122.206535
2136," 2831 S Carolina St San Pedro, CA 90731 ","2,244 sqft","$849,000",33.71815,-118.29093
2137," 100 Dudley Ave Venice, CA 90291 ","1,624 sqft","$1,899,000",33.99501,-118.47789
2138," 5462 Adobe Falls Rd #1 San Diego, CA 92120 ","1,116 sqft","$348,000",32.782482,-117.080734
2139," 6115 E Camino Manzano Anaheim, CA 92807 ","1,471 sqft","$709,999",33.8587,-117.77924
2140," 1116 W 75th St Los Angeles, CA 90044 ","1,116 sqft","$470,000",33.97162,-118.29468
2141," 20223 Lorne St Winnetka, CA 91306 ","1,733 sqft","$650,000",34.217426,-118.57382
2142," 531 33rd Ave San Francisco, CA 94121 ",850 sqft,"$3,800,000",37.779003,-122.49358
2143," 12855 Parkyns St Los Angeles, CA 90049 ","10,299 sqft","$14,995,000",34.060345,-118.49083
2144," 4378 S Roberts Rd Stockton, CA 95206 ","1,876 sqft","$650,000",37.91645,-121.32256
2145," 16160 Veridian Cir San Diego, CA 92127 ","1,858 sqft","$715,000",33.00979,-117.12426
2146," 224 K St Chula Vista, CA 91911 ",973 sqft,"$479,000",32.624588,-117.070015
2147," 10301 Seneca Falls Ave Bakersfield, CA 93312 ","2,558 sqft","$299,500",35.416645,-119.116974
2148," 3110 Hollyridge Dr Los Angeles, CA 90068 ","3,650 sqft","$2,087,000",34.12545,-118.3169
2149," 4045 Bemis St Los Angeles, CA 90039 ","2,050 sqft","$799,000",34.134583,-118.26968
2150," 43223 Calle Dolorosa Fremont, CA 94539 ","5,614 sqft","$4,698,000",37.526585,-121.912766
2151," 301 Mission St #6D San Francisco, CA 94105 ",789 sqft,"$900,000",37.790535,-122.396255
2152," 1600 W 52nd St Los Angeles, CA 90062 ","1,975 sqft","$565,500",33.994957,-118.30481
2153," Palazzo Plan in Tuscany by San Joaquin Valley Homes Bakersfield, CA 93314 ","2,659 sqft","$356,900+",35.39847,-119.16643
2154," 5065 Westover Pl San Diego, CA 92102 ","1,200 sqft","$375,000",32.724583,-117.08561
2155," 8023 Camino Huerta San Diego, CA 92122 ",882 sqft,"$449,000",32.864056,-117.214165
2156," 17481 Mockingbird Canyon Rd Riverside, CA 92504 ","1,375 sqft","$385,000",33.864838,-117.38681
2157," 1527 Woodland Dr Stockton, CA 95207 ","1,782 sqft","$360,000",38.001625,-121.32885
2158," 960 N Tigertail Rd Los Angeles, CA 90049 ","1,700 sqft","$1,795,000",34.077435,-118.48447
2159," 8360 Delco Ave Winnetka, CA 91306 ","1,425 sqft","$699,000",34.22195,-118.57685
2160," 4484 Sacramento St Riverside, CA 92504 ","1,636 sqft","$398,000",33.94229,-117.43517
2161," 871 N Avenue 50 Los Angeles, CA 90042 ","1,246 sqft","$929,000",34.115307,-118.20775
2162," 6077 Selma Ave Los Angeles, CA 90028 ","1,321 sqft","$1,380,000",34.099876,-118.32137
2163," 6834 Keyway Ct Jurupa Valley, CA 91752 ","3,404 sqft","$659,393",33.995907,-117.5341
2164," 781 Clearview Dr San Jose, CA 95133 ","1,746 sqft","$899,999",37.38054,-121.850174
2165," 200 E Alessandro Blvd #30 Riverside, CA 92508 ","1,068 sqft","$268,000",33.91743,-117.32638
2166," 2830 McAndrew Ct San Jose, CA 95121 ","2,033 sqft","$1,299,000",37.310364,-121.78731
2167," 3166 Isadora Dr San Jose, CA 95132 ","1,778 sqft","$1,008,010",37.408657,-121.85925
2168," 460 S Spring St #413 Los Angeles, CA 90013 ",860 sqft,"$649,000",34.04748,-118.24901
2169," 10800 Wilshire Blvd #601 Los Angeles, CA 90024 ","2,826 sqft","$2,595,000",34.059555,-118.44011
2170," 3528 Lark St San Diego, CA 92103 ","2,085 sqft","$1,195,000",32.742622,-117.17615
2171," 1402 N Durant St Santa Ana, CA 92706 ","11,200 sqft","$3,550,000",33.75714,-117.87147
2172," 2 Nahua Ave San Francisco, CA 94112 ","1,150 sqft","$998,000",37.71738,-122.44698
2173," 5 2nd Ave Chula Vista, CA 91910 ","3,963 sqft","$998,000",32.65281,-117.079506
2174," 1557 Trailwood Ave Chula Vista, CA 91913 ","3,006 sqft","$850,000",32.6215,-116.980125
2175," 6024 S Vermont Ave Los Angeles, CA 90044 ",912 sqft,"$332,000",33.984882,-118.29118
2176," 6474 Sunny Brae Dr San Diego, CA 92119 ","1,776 sqft","$925,000",32.79481,-117.04328
2177," 12112 Hollyglen Pl Studio City, CA 91604 ","3,415 sqft","$2,550,000",34.139614,-118.39658
2178," 447 S Highland Ave Los Angeles, CA 90036 ","2,262 sqft","$1,750,000",34.065586,-118.338936
2179," 3069 Chestnut Ave Long Beach, CA 90806 ","1,642 sqft","$599,900",33.812912,-118.1962
2180," 12161 Tiara St Valley Village, CA 91607 ","2,733 sqft","$1,289,000",34.17865,-118.3987
2181," 2471 42nd Ave San Francisco, CA 94116 ",995 sqft,"$899,000",37.74064,-122.50057
2182," 383 Mankato St #10 Chula Vista, CA 91910 ",940 sqft,"$279,900",32.63203,-117.079834
2183," 5871 Estrella Ave Los Angeles, CA 90044 ","1,664 sqft","$487,700",33.9877,-118.28518
2184," 2312 Bristol Ave Stockton, CA 95204 ","1,073 sqft","$259,900",37.96736,-121.33217
2185," 2680 S Cedar Ave Fresno, CA 93725 ","2,456 sqft","$245,850",36.70401,-119.755066
2186," 2426 E San Gabriel Ave Fresno, CA 93726 ","1,389 sqft","$250,000",36.80333,-119.78199
2187," 8204 Tuscany Ave Playa Del Rey, CA 90293 ","2,725 sqft","$2,195,000",33.960583,-118.44011
2188," 16857 Katie Dr Riverside, CA 92504 ","3,782 sqft","$787,899",33.874763,-117.37885
2189," 2952 Valle Vista Dr Los Angeles, CA 90065 ",904 sqft,"$699,000",34.122524,-118.22749
2190," 10464 Eastborne Ave Los Angeles, CA 90024 ","3,090 sqft","$2,200,000",34.056896,-118.42638
2191," 7823 Doug Hill Ct San Diego, CA 92127 ","3,966 sqft","$1,899,000",32.98713,-117.156845
2192," 908 Junipero Serra Blvd San Francisco, CA 94132 ","1,560 sqft","$1,288,000",37.72125,-122.47292
2193," 4400 Diamond Valley Dr Bakersfield, CA 93312 ","2,165 sqft","$325,000",35.400352,-119.10468
2194," 3559 Lahaina Ct #0 Riverside, CA 92503 ","1,571 sqft","$372,000",33.888344,-117.49512
2195," 17932 Parthenia St Sherwood Forest, CA 91325 ","3,123 sqft","$899,500",34.228355,-118.524124
2196," 2226 22nd Ave San Francisco, CA 94116 ","1,380 sqft","$995,000",37.746098,-122.4788
2197," 1876 Green St San Francisco, CA 94123 ","2,900 sqft","$2,800,000",37.797066,-122.43
2198," 4562 Georgia St #9 San Diego, CA 92116 ",876 sqft,"$449,000",32.76017,-117.14538
2199," 2301 Dana Ln Modesto, CA 95350 ","1,510 sqft","$375,000",37.675823,-120.986115
2200," 5985 Dandridge Ln #120 San Diego, CA 92115 ","1,134 sqft","$359,000",32.747852,-117.068825
2201," Leona St Oakland, CA 94619 ","7,560 sqft","$210,000",37.7918,-122.173996
2202," 5883 Wall St Los Angeles, CA 90003 ",988 sqft,"$375,000",33.987476,-118.271904
2203," 855 Folsom St #109 San Francisco, CA 94107 ",740 sqft,"$899,000",37.780766,-122.402145
2204," 1247 Arabica Ter San Jose, CA 95126 ","1,667 sqft","$919,000",37.3472,-121.92673
2205," 136 S Vista St Los Angeles, CA 90036 ","2,813 sqft","$1,799,000",34.072445,-118.351875
2206," 3129 Helms Ave Los Angeles, CA 90034 ","1,890 sqft","$1,599,000",34.032356,-118.38649
2207," 4819 Kingdale Dr San Jose, CA 95124 ","2,273 sqft","$1,698,000",37.24989,-121.94699
2208," 1460 E Clinton Ave Fresno, CA 93704 ",996 sqft,"$165,000",36.772057,-119.79358
2209," 16856 Edgar St Pacific Palisades, CA 90272 ","1,938 sqft","$2,100,000",34.044712,-118.54774
2210," 5683 Algonquin Way San Jose, CA 95138 ","4,930 sqft","$2,799,900",37.27129,-121.76817
2211," 17 Harrisburg Irvine, CA 92620 ","3,029 sqft","$1,139,000",33.70889,-117.76286
2212," 12805 Waddell St Valley Village, CA 91607 ","1,594 sqft","$950,000",34.17461,-118.41208
2213," 5456 Barton Ave Los Angeles, CA 90038 ","1,428 sqft","$1,599,000",34.087315,-118.31119
2214," 274 69th St San Diego, CA 92114 ","1,031 sqft","$399,999",32.707134,-117.049614
2215," 126 Interstellar Irvine, CA 92618 ","5,000 sqft","$2,219,999",33.6804,-117.7064
2216," 3024 Carousel Cir Stockton, CA 95219 ","1,186 sqft","$281,360",37.97734,-121.3501
2217," 34865 Gladstone Pl Fremont, CA 94555 ","2,172 sqft","$1,475,000",37.575935,-122.02825
2218," 1927 Cinderella Ln San Jose, CA 95116 ","1,216 sqft","$749,000",37.344948,-121.841156
2219," 1803 E Fallbrook Ave Fresno, CA 93720 ","1,898 sqft","$334,750",36.849247,-119.75003
2220," 2408 Seaglen Dr Modesto, CA 95355 ","1,413 sqft","$315,000",37.676598,-120.94261
2221," 12242 Orangewood Ave Anaheim, CA 92802 ","1,330 sqft","$589,999",33.79585,-117.91926
2222," 5908 Blue Spruce Ave Bakersfield, CA 93313 ","1,725 sqft","$293,800",35.13667,-119.04188
2223," 903 N Point St San Francisco, CA 94109 ","2,970 sqft","$2,595,000",37.80525,-122.42221
2224," 4711 Mascot St Los Angeles, CA 90019 ","1,110 sqft","$699,000",34.040985,-118.34267
2225," 2563 Nichols Canyon Rd Los Angeles, CA 90046 ","3,048 sqft","$6,995,000",34.117325,-118.358406
2226," 5890 Impact Ln San Jose, CA 95119 ","2,258 sqft","$1,081,219",37.24194,-121.786705
2227," 3582 Claremont St Irvine, CA 92614 ","2,373 sqft","$849,900",33.672436,-117.829155
2228," 18493 Halter Ln Riverside, CA 92504 ","8,893 sqft","$1,599,900",33.850952,-117.37872
2229," 9600 Van Nuys Blvd #113 Panorama City, CA 91402 ",816 sqft,"$302,597",34.244415,-118.449425
2230," 2255 E 6th St Long Beach, CA 90814 ","2,000 sqft","$994,500",33.77424,-118.164406
2231," 5292 Paxton Ct Fremont, CA 94536 ","1,656 sqft","$988,888",37.537613,-122.0105
2232," 2528 California St San Francisco, CA 94115 ","1,917 sqft","$2,995,000",37.788914,-122.43606
2233," 4526 W 63rd St Los Angeles, CA 90043 ","1,494 sqft","$869,000",33.98233,-118.35397
2234," 17738 Lanark St Reseda, CA 91335 ","1,610 sqft","$550,000",34.217857,-118.520134
2235," 117 Maze Ct Modesto, CA 95351 ","1,723 sqft","$380,000",37.639267,-121.016136
2236," 1326 Harmony Way Torrance, CA 90501 ","2,016 sqft","$669,999",33.82087,-118.300125
2237," 1030 N Kings Rd #303 West Hollywood, CA 90069 ","1,121 sqft","$1,295,000",34.08983,-118.37131
2238," 20216 Roscoe Blvd #6 Winnetka, CA 91306 ","1,127 sqft","$369,000",34.219658,-118.573746
2239," 4610 Winnebago Ave San Diego, CA 92117 ","1,006 sqft","$585,000",32.828964,-117.194725
2240," 13260 Ponderosa Dr Los Angeles, CA 90049 ","2,761 sqft","$2,950,000",34.077374,-118.503494
2241," 4661 Wilshire Blvd #101 Los Angeles, CA 90010 ","1,710 sqft","$1,069,000",34.06224,-118.33103
2242," 606 New Zealand Dr Bakersfield, CA 93307 ","1,898 sqft","$265,000",35.291653,-118.99725
